<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.11.12	1.10437	1.11398	1.09889	1.10940	406061	0	0
2017.11.19	1.11067	1.11166	1.10461	1.10640	420332	0	0
2017.11.26	1.10598	1.10943	1.09481	1.10432	556802	0	0
2017.12.03	1.10608	1.11135	1.09511	1.09662	573660	0	0
2017.12.10	1.09642	1.09847	1.08589	1.09292	495871	0	0
2017.12.17	1.09221	1.10158	1.09089	1.09838	392511	0	4
2017.12.24	1.09722	1.10151	1.09566	1.09895	193172	0	4
2017.12.31	1.09581	1.10525	1.09366	1.09665	375430	0	4
2018.01.07	1.09705	1.09778	1.08359	1.09089	626336	0	1
2018.01.14	1.09132	1.10021	1.08972	1.09727	670488	0	1
2018.01.21	1.09782	1.10387	1.08490	1.10182	723265	0	1
2018.01.28	1.10255	1.10720	1.08322	1.08499	743385	0	1
2018.02.04	1.08480	1.08936	1.07443	1.07684	834212	0	1
2018.02.11	1.07833	1.08395	1.06987	1.07002	590810	0	1
2018.02.18	1.07138	1.07699	1.06537	1.07399	540351	0	1
2018.02.25	1.07468	1.08261	1.06602	1.07159	663771	0	1
2018.03.04	1.06989	1.07750	1.06645	1.07750	634914	0	1
2018.03.11	1.07673	1.08017	1.06763	1.06872	581794	0	1
2018.03.18	1.06868	1.07617	1.06231	1.06338	640487	0	1
2018.03.25	1.06440	1.06689	1.05421	1.06138	507012	0	1
2018.04.01	1.06136	1.06564	1.05029	1.05619	342685	0	1
2018.04.08	1.05441	1.05829	1.04885	1.05561	293924	0	1
2018.04.15	1.05568	1.06725	1.05508	1.06366	287216	0	1
2018.04.22	1.06177	1.07287	1.06170	1.06987	336767	0	1
2018.04.29	1.06935	1.07554	1.06496	1.07392	356701	0	1
2018.05.06	1.07351	1.08427	1.06577	1.08244	365991	0	1
2018.05.13	1.08177	1.09394	1.08097	1.08580	371438	0	1
2018.05.20	1.08632	1.09616	1.08547	1.09116	399497	0	1
2018.05.27	1.09097	1.09239	1.07761	1.08329	401160	0	1
2018.06.03	1.08183	1.09020	1.07779	1.08059	311440	0	1
2018.06.10	1.07990	1.08421	1.07010	1.07183	278969	0	1
2018.06.17	1.07225	1.07795	1.06576	1.07643	318497	0	1
2018.06.24	1.07487	1.09345	1.07301	1.09345	362167	0	1
